iteration,loss
0,0.9391822814941406
100,0.8506835699081421
200,0.7726482152938843
300,0.7707480788230896
400,0.7553465366363525
500,0.7104538679122925
600,0.715767502784729
700,0.8039424419403076
800,0.6758777499198914
900,0.6838876008987427
1000,0.6894798278808594
1100,0.6794233322143555
1200,0.6464607119560242
1300,0.6529922485351562
1400,0.6531206369400024
1500,0.6475716829299927
1600,0.605955958366394
1700,0.6112913489341736
1800,0.6563600301742554
1900,0.6259555220603943
2000,0.6205739378929138
2100,0.6156636476516724
2200,0.5718575716018677
2300,0.5769809484481812
2400,0.6381947994232178
2500,0.6190276145935059
2600,0.5613675117492676
2700,0.5862131118774414
2800,0.5808836221694946
2900,0.5865460634231567
3000,0.5863986015319824
3100,0.5605395436286926
3200,0.606487512588501
3300,0.6068190336227417
3400,0.5626313090324402
3500,0.5751231908798218
3600,0.5881235003471375
3700,0.5487052202224731
3800,0.5617430806159973
3900,0.6000352501869202
4000,0.59117591381073
4100,0.5638495087623596
4200,0.5773308277130127
4300,0.5538893938064575
4400,0.6431998014450073
4500,0.647915244102478
4600,0.5829098224639893
4700,0.589695394039154
4800,0.5687018632888794
4900,0.5814836025238037
