iteration,loss
0,1.003458023071289
100,0.8012832403182983
200,0.8656402826309204
300,0.7382588386535645
400,0.7657315135002136
500,0.7218266725540161
600,0.7128135561943054
700,0.7050622701644897
800,0.7210966944694519
900,0.7516521215438843
1000,0.7145460844039917
1100,0.7233883738517761
1200,0.6750118136405945
1300,0.7016812562942505
1400,0.7503851652145386
1500,0.7299036979675293
1600,0.6249496936798096
1700,0.6778404116630554
1800,0.6424040198326111
1900,0.7099944949150085
2000,0.6625354290008545
2100,0.6597585082054138
2200,0.6741756200790405
2300,0.6431901454925537
2400,0.6572110652923584
2500,0.7093063592910767
2600,0.647318959236145
2700,0.6793205142021179
2800,0.7446788549423218
2900,0.6824874877929688
3000,0.6579315662384033
3100,0.6534067392349243
3200,0.6651955842971802
3300,0.7005270719528198
3400,0.6941357851028442
3500,0.6265737414360046
3600,0.663409411907196
3700,0.667484700679779
3800,0.670907199382782
3900,0.6537131071090698
4000,0.6163749098777771
4100,0.6583762168884277
4200,0.6564675569534302
4300,0.5747565627098083
4400,0.6413953900337219
4500,0.6322807669639587
4600,0.6648682355880737
4700,0.6405474543571472
4800,0.6336758732795715
4900,0.6672735214233398
