iteration,loss
5000,0.6406918168067932
5100,0.5986660718917847
5200,0.6583853960037231
5300,0.5893632173538208
5400,0.6205701231956482
5500,0.6082231402397156
5600,0.6126147508621216
5700,0.6120245456695557
5800,0.6233369708061218
5000,0.6406918168067932
5100,0.5986525416374207
5200,0.6583192348480225
5300,0.5893042087554932
5400,0.6204901933670044
5500,0.6082796454429626
5600,0.6125928163528442
5700,0.612031102180481
5800,0.6235090494155884
5900,0.655853271484375
6000,0.6248170733451843
6100,0.6484122276306152
6200,0.5960201621055603
6300,0.6310884356498718
6400,0.6738280057907104
6500,0.6403955817222595
6600,0.5591102242469788
6700,0.6150708198547363
6800,0.5791743993759155
6900,0.6437346935272217
7000,0.6057884693145752
7100,0.601431131362915
7200,0.625033438205719
7300,0.58303302526474
7400,0.6064890027046204
7500,0.6563657522201538
7600,0.6018102169036865
7700,0.6345564126968384
7800,0.6915788054466248
7900,0.6397859454154968
8000,0.6175212860107422
8100,0.6048508882522583
8200,0.6217171549797058
8300,0.6596119403839111
8400,0.6525810360908508
8500,0.5823721885681152
8600,0.6170101165771484
8700,0.6286497116088867
8800,0.6342116594314575
8900,0.6171519756317139
9000,0.5849556922912598
9100,0.622207760810852
9200,0.6157008409500122
9300,0.5417405366897583
9400,0.6101011037826538
9500,0.6015648245811462
9600,0.6344425678253174
9700,0.6107697486877441
9800,0.6015185117721558
9900,0.638203501701355
10000,0.5431903004646301
10100,0.6165995597839355
10200,0.598669171333313
10300,0.647003173828125
10400,0.6081642508506775
10500,0.6109647154808044
10600,0.5535920262336731
10700,0.6583036780357361
10800,0.6635152101516724
10900,0.5942277908325195
11000,0.6102500557899475
11100,0.5753173232078552
11200,0.6238858699798584
11300,0.620176374912262
11400,0.5869430899620056
11500,0.6041202545166016
11600,0.5706971287727356
11700,0.598885178565979
11800,0.5914336442947388
11900,0.6152185797691345
12000,0.5386505126953125
12100,0.6511501669883728
12200,0.6120349168777466
12300,0.5530635714530945
12400,0.6211097240447998
12500,0.6519356966018677
12600,0.5800842046737671
12700,0.5662654042243958
12800,0.5971516370773315
12900,0.6597769260406494
13000,0.5998050570487976
13100,0.605693519115448
13200,0.6292068958282471
13300,0.5584312677383423
13400,0.6148488521575928
13500,0.6000376343727112
13600,0.6351977586746216
13700,0.5438680648803711
13800,0.6060006022453308
13900,0.5835751295089722
14000,0.5919694304466248
14100,0.591997504234314
14200,0.6189505457878113
14300,0.6399130821228027
14400,0.6115149855613708
14500,0.620736837387085
14600,0.6120166182518005
14700,0.5924414992332458
14800,0.5977410674095154
14900,0.6443215012550354
15000,0.5670121312141418
15100,0.5809988975524902
15200,0.6182972192764282
15300,0.5940639972686768
15400,0.6205002665519714
15500,0.5623044967651367
15600,0.589957594871521
15700,0.6528855562210083
15800,0.5973029732704163
15900,0.5519957542419434
16000,0.5648049712181091
16100,0.6434996128082275
16200,0.566036581993103
16300,0.6077889204025269
16400,0.6103290319442749
16500,0.5941004753112793
16600,0.5552272796630859
16700,0.5568593740463257
16800,0.6220881342887878
16900,0.6138821840286255
17000,0.6372090578079224
17100,0.6287676692008972
17200,0.5988063812255859
17300,0.6073917150497437
17400,0.6031594276428223
17500,0.5834647417068481
17600,0.5697180032730103
17700,0.5633202195167542
17800,0.5762224197387695
17900,0.5908612012863159
18000,0.5514028668403625
18100,0.6134297847747803
18200,0.5794335603713989
18300,0.5759942531585693
18400,0.6109980940818787
18500,0.5799427628517151
18600,0.572603702545166
18700,0.626174807548523
18800,0.5667533874511719
18900,0.6173086166381836
19000,0.5797376036643982
19100,0.6252456903457642
19200,0.5641118884086609
19300,0.5508953332901001
19400,0.5341171026229858
19500,0.5979347825050354
19600,0.6141281127929688
19700,0.6036798357963562
19800,0.6016707420349121
19900,0.5935555696487427
