iteration,train_loss
0,0.9633188247680664
300,0.8420643210411072
600,0.7685580253601074
900,0.8078047633171082
1200,0.7443737983703613
1500,0.7258515357971191
1800,0.6692065000534058
2100,0.7892459630966187
2400,0.6916191577911377
2700,0.6979379653930664
3000,0.7098385691642761
3300,0.692133367061615
3600,0.6989059448242188
3900,0.724376380443573
4200,0.7102784514427185
4500,0.6708571314811707
4800,0.7559022903442383
