iteration,train_loss
0,0.9391822814941406
300,0.7707480788230896
600,0.715767502784729
900,0.6838876008987427
1200,0.6464607119560242
1500,0.6475716829299927
1800,0.6563600301742554
2100,0.611228346824646
2400,0.6393110752105713
2700,0.5972040891647339
3000,0.599247932434082
3300,0.62162846326828
3600,0.6069386601448059
3900,0.6225080490112305
4200,0.5983874797821045
4500,0.6749287843704224
4800,0.5970768332481384
5100,0.5951515436172485
5400,0.5819159150123596
5700,0.5888760089874268
6000,0.5992307662963867
6300,0.6190006136894226
6600,0.6388044357299805
6900,0.6192036867141724
7200,0.615172803401947
7500,0.614020049571991
7800,0.6730588674545288
8100,0.6120909452438354
8400,0.603529691696167
8700,0.570927619934082
9000,0.6065595149993896
9300,0.6097185015678406
9600,0.5847193598747253
9900,0.6062186360359192
10200,0.5940548181533813
10500,0.608502209186554
10800,0.6004778742790222
11100,0.584758996963501
11400,0.5704416632652283
11700,0.5909937024116516
12000,0.6319416165351868
12300,0.5628107786178589
12600,0.6245613694190979
12900,0.6334841251373291
13200,0.5781364440917969
13500,0.6021142601966858
13800,0.5838186740875244
14100,0.595285177230835
14400,0.5517650842666626
14700,0.6457605361938477
15000,0.6249522566795349
15300,0.5920748710632324
15600,0.5928581357002258
15900,0.5887752175331116
16200,0.6332566738128662
16500,0.5349385738372803
16800,0.5832396745681763
17100,0.6336549520492554
17400,0.5698535442352295
17700,0.6117862462997437
18000,0.5941723585128784
18300,0.5748752355575562
18600,0.6080576777458191
18900,0.5778404474258423
19200,0.5889193415641785
19500,0.6320950984954834
19800,0.587583065032959
